WE12 at 20% dilution ,,,,,,,,,,,,,,,,,,,,,,,,,,,
date,site,arrive,depart,lat,long,,,,,,,,,,,,,,,,,,,,,,
8/4/2014,WE12,12:48,13:17,41 42.157,83 15.781,,,,,,,,,,,,,,,,,,,,,,
Particle ID,Area (ABD),Area (Filled),Aspect Ratio,Ch1 Peak,Ch2 Peak,Ch2/Ch1 Ratio,Circle Fit,Circularity,Circularity (Hu),Compactness,Date,Diameter (ABD),Diameter (ESD),Edge Gradient,Elongation,Image File,Intensity,Length,Perimeter,Roughness,Symmetry,Time,Timestamp,Transparency,Volume (ABD),Volume (ESD),Width
785,2283.2,2283.2,0.71,40.92,0.75,0.02,0.75,0.9,0.93,1.11,8/5/2014,53.92,58.02,106.22,1,WE12at20%dilutionRepF_000008.tif,142.36,69.52,222.78,1.05,0.73,14:06:26,2014-08-05T18:06:26.477,0.07,8.21E+04,1.02E+05,46.1
786,9510.79,9510.79,0.51,40.92,0.75,0.02,0.24,0.53,0.68,1.88,8/5/2014,110.04,133.18,107.43,3.64,WE12at20%dilutionRepF_000008.tif,136.98,162.64,531.51,1.18,0.23,14:06:26,2014-08-05T18:06:26.477,0.17,6.98E+05,1.24E+06,92.59
787,33713.81,33713.81,0.44,296.34,273.91,0.92,0.1,0.52,0.66,1.9,8/5/2014,207.19,258.94,27.76,3.72,WE12at20%dilutionRepF_000009.tif,150.07,332.62,956.05,1.13,0.43,14:06:26,2014-08-05T18:06:26.763,0.2,4.66E+06,9.09E+06,164.09
788,3058.64,3058.64,0.6,138.64,74.15,0.53,0.53,0.58,0.79,1.73,8/5/2014,62.4,77.82,33.1,3.13,WE12at20%dilutionRepF_000009.tif,144.34,94.16,313.21,1.13,0.42,14:06:27,2014-08-05T18:06:27.433,0.2,1.27E+05,2.47E+05,59.36
789,16516.15,16516.15,0.63,138.64,74.15,0.53,0.37,0.57,0.79,1.76,8/5/2014,145.01,170.52,120.09,3.21,WE12at20%dilutionRepF_000009.tif,106.3,199.57,659.26,1.16,0.34,14:06:27,2014-08-05T18:06:27.433,0.15,1.60E+06,2.60E+06,135.58
790,4183.71,4183.71,0.69,60.07,0.75,0.01,0.6,0.69,0.86,1.44,8/5/2014,72.99,85.95,73.19,2.05,WE12at20%dilutionRepF_000009.tif,158.03,107.01,325.75,1.08,0.63,14:06:28,2014-08-05T18:06:28.541,0.15,2.04E+05,3.32E+05,69.93
791,2986.66,2986.66,0.23,60.07,0.75,0.01,0.13,0.45,0.41,2.23,8/5/2014,61.67,94.58,131.97,4.81,WE12at20%dilutionRepF_000009.tif,163.94,139.15,351.97,1.07,0.67,14:06:28,2014-08-05T18:06:28.541,0.35,1.23E+05,4.43E+05,27.16
792,11100.53,11100.53,0.42,60.07,0.75,0.01,0.27,0.55,0.67,1.81,8/5/2014,118.88,147.23,97.83,3.38,WE12at20%dilutionRepF_000009.tif,121.33,183.53,558.21,1.13,0.54,14:06:28,2014-08-05T18:06:28.541,0.19,8.80E+05,1.67E+06,87.22
793,1034.4,1034.4,0.84,137.82,0.75,0.01,0.83,0.84,0.96,1.19,8/5/2014,36.29,40.19,65.12,1,WE12at20%dilutionRepF_000009.tif,121.27,47.03,169.86,1.08,0.86,14:06:28,2014-08-05T18:06:28.617,0.1,2.50E+04,3.40E+04,34
794,12899.79,12899.79,0.86,137.82,0.75,0.01,0.81,0.79,0.98,1.27,8/5/2014,128.16,136.03,143.95,1.03,WE12at20%dilutionRepF_000009.tif,70.99,148.26,501.53,1.09,0.83,14:06:28,2014-08-05T18:06:28.617,0.06,1.10E+06,1.32E+06,124.1
795,8383.82,8383.82,0.81,180.12,140.28,0.78,0.78,0.87,0.97,1.15,8/5/2014,103.32,108.67,35.21,1,WE12at20%dilutionRepF_000009.tif,155.97,123.22,393.36,1.06,0.8,14:06:29,2014-08-05T18:06:29.284,0.05,5.77E+05,6.72E+05,93.13
796,4524.85,4524.85,0.59,264.9,192.2,0.73,0.54,0.71,0.83,1.41,8/5/2014,75.9,88.35,171.46,1.92,WE12at20%dilutionRepF_000009.tif,93.08,110.04,333.1,1.08,0.62,14:06:30,2014-08-05T18:06:30.715,0.14,2.29E+05,3.61E+05,60.37
797,3420.68,3420.68,0.65,139.46,108.19,0.78,0.7,0.88,0.91,1.14,8/5/2014,66,70.93,47.56,1,WE12at20%dilutionRepF_000009.tif,177.08,85.89,265.6,1.05,0.88,14:06:30,2014-08-05T18:06:30.855,0.07,1.50E+05,1.87E+05,51.1
798,10786.29,10786.29,0.6,139.46,108.19,0.78,0.5,0.63,0.84,1.58,8/5/2014,117.19,138.82,64.03,2.59,WE12at20%dilutionRepF_000009.tif,57.07,181.48,515.99,1.1,0.73,14:06:30,2014-08-05T18:06:30.855,0.16,8.43E+05,1.40E+06,93.13
799,24639.1,24639.1,0.46,236.32,227.2,0.96,0.06,0.42,0.61,2.41,8/5/2014,177.12,227.42,114.22,5.37,WE12at20%dilutionRepF_000009.tif,115.27,275.81,927.92,1.24,0.11,14:06:30,2014-08-05T18:06:30.944,0.22,2.91E+06,6.16E+06,148.72
800,7727.09,7727.09,0.77,132.5,111.21,0.84,0.77,0.85,0.96,1.18,8/5/2014,99.19,104.22,36.58,1,WE12at20%dilutionRepF_000009.tif,153.92,119.48,383.26,1.07,0.86,14:06:31,2014-08-05T18:06:31.608,0.05,5.11E+05,5.93E+05,89.68
801,14177.64,14177.64,0.78,244.84,221.03,0.9,0.75,0.85,0.96,1.18,8/5/2014,134.36,140.5,39.66,1,WE12at20%dilutionRepF_000009.tif,147.32,157.88,503.37,1.07,0.82,14:06:32,2014-08-05T18:06:32.496,0.04,1.27E+06,1.45E+06,118.39
802,1446.63,1446.63,0.05,244.84,221.03,0.9,0,0.13,0.1,7.9,8/5/2014,42.92,140.92,41.56,22.78,WE12at20%dilutionRepF_000009.tif,225.2,225.32,496.52,1.05,0.55,14:06:32,2014-08-05T18:06:32.496,0.7,4.14E+04,1.47E+06,9.86
803,1439.95,1439.95,0.51,244.84,221.03,0.9,0.56,0.76,0.77,1.31,8/5/2014,42.82,52.37,36.21,1.43,WE12at20%dilutionRepF_000009.tif,170.4,67.41,202.18,1.04,0.63,14:06:32,2014-08-05T18:06:32.496,0.18,4.11E+04,7.52E+04,25.13
804,8872.5,8872.5,0.83,207.54,172.49,0.83,0.78,0.85,0.96,1.17,8/5/2014,106.29,113.03,121.91,1,WE12at20%dilutionRepF_000009.tif,100.48,124.49,406.62,1.05,0.74,14:06:33,2014-08-05T18:06:33.480,0.06,6.29E+05,7.56E+05,100.46
805,8763.77,8763.77,0.76,232.63,190.7,0.82,0.7,0.74,0.93,1.36,8/5/2014,105.63,115.06,78.12,1.68,WE12at20%dilutionRepF_000009.tif,130.53,127.47,435.77,1.11,0.76,14:06:34,2014-08-05T18:06:34.456,0.08,6.17E+05,7.98E+05,101.21
806,11817.07,11817.07,0.47,58.43,0.75,0.01,0.34,0.61,0.73,1.64,8/5/2014,122.66,148.74,110.52,2.81,WE12at20%dilutionRepF_000009.tif,117.02,186.11,547.82,1.1,0.51,14:06:34,2014-08-05T18:06:34.644,0.18,9.66E+05,1.72E+06,90.18
807,13875.54,13875.54,0.61,163.88,0.75,0,0.54,0.68,0.87,1.47,8/5/2014,132.92,150.9,120.28,2.17,WE12at20%dilutionRepF_000009.tif,78.36,192.44,557.5,1.1,0.84,14:06:34,2014-08-05T18:06:34.703,0.12,1.23E+06,1.80E+06,110.62
808,1661.92,1661.92,0.48,163.88,0.75,0,0.51,0.74,0.73,1.36,8/5/2014,46,55.88,82.44,1.67,WE12at20%dilutionRepF_000009.tif,128.38,71.64,217.17,1.05,0.61,14:06:34,2014-08-05T18:06:34.703,0.18,5.10E+04,9.14E+04,32.3
809,2522.77,2522.77,0.05,201.9,0.75,0,0,0.14,0.1,7.04,8/5/2014,56.68,172.86,51.95,20.07,WE12at20%dilutionRepF_000009.tif,117.81,270.53,583.37,1.02,0.79,14:06:35,2014-08-05T18:06:35.491,0.67,9.53E+04,2.70E+06,8.87
810,2053.04,2053.04,0.77,201.9,0.75,0,0.78,0.86,0.95,1.16,8/5/2014,51.13,55.47,50.4,1,WE12at20%dilutionRepF_000009.tif,125.56,61.83,217.88,1.06,0.7,14:06:35,2014-08-05T18:06:35.491,0.08,7.00E+04,8.94E+04,45.83
811,1072.87,1072.87,0.67,201.9,0.75,0,0.76,0.88,0.92,1.13,8/5/2014,36.96,40.73,18.76,1,WE12at20%dilutionRepF_000009.tif,161.23,51.36,168.13,1.06,0.79,14:06:35,2014-08-05T18:06:35.491,0.09,2.64E+04,3.54E+04,30.6
812,21378.63,21378.63,0.63,201.9,0.75,0,0.33,0.63,0.78,1.59,8/5/2014,164.99,193.53,60.97,2.62,WE12at20%dilutionRepF_000009.tif,102.87,225.58,706.57,1.1,0.38,14:06:35,2014-08-05T18:06:35.491,0.15,2.35E+06,3.80E+06,156.09
813,14734.89,14734.89,0.33,60.42,0.75,0.01,0.08,0.52,0.56,1.92,8/5/2014,136.97,185.41,79.06,3.78,WE12at20%dilutionRepF_000009.tif,135.21,251.68,654.97,1.07,0.66,14:06:36,2014-08-05T18:06:36.276,0.26,1.35E+06,3.34E+06,78.35
814,38908.08,38908.08,0.7,120.56,95.39,0.79,0.59,0.66,0.93,1.52,8/5/2014,222.57,239.25,44.71,2.34,WE12at20%dilutionRepF_000009.tif,79.66,271.52,912.51,1.16,0.7,14:06:36,2014-08-05T18:06:36.335,0.07,5.77E+06,7.17E+06,199.57
815,1580.79,1580.79,0.86,120.56,95.39,0.79,0.84,0.84,0.97,1.19,8/5/2014,44.86,49.4,87.58,1,WE12at20%dilutionRepF_000009.tif,131.12,53.31,199.43,1.07,0.82,14:06:36,2014-08-05T18:06:36.335,0.09,4.73E+04,6.31E+04,42.79
816,10645.03,10645.03,0.87,124.41,0.75,0.01,0.8,0.79,0.98,1.26,8/5/2014,116.42,123.67,140.68,1,WE12at20%dilutionRepF_000009.tif,122.95,136.43,458.1,1.09,0.78,14:06:36,2014-08-05T18:06:36.504,0.06,8.26E+05,9.90E+05,113
817,56037.19,56037.19,0.78,455.11,434.97,0.96,0.43,0.52,0.84,1.92,8/5/2014,267.11,317.98,68.74,3.75,WE12at20%dilutionRepF_000009.tif,78.18,347.2,1219.4,1.18,0.48,14:06:36,2014-08-05T18:06:36.698,0.16,9.98E+06,1.68E+07,275.77
818,21055.15,21055.15,0.7,352.38,301.05,0.85,0.49,0.67,0.87,1.5,8/5/2014,163.73,184.34,39.22,2.26,WE12at20%dilutionRepF_000009.tif,123.35,204.5,680.36,1.11,0.41,14:06:37,2014-08-05T18:06:37.866,0.11,2.30E+06,3.28E+06,149.71
819,1601.03,1601.03,0.8,265.42,257.7,0.97,0.77,0.88,0.94,1.14,8/5/2014,45.15,49.52,36.53,1,WE12at20%dilutionRepF_000009.tif,177.33,55.07,195.96,1.05,0.63,14:06:38,2014-08-05T18:06:38.416,0.09,4.82E+04,6.36E+04,41.53
820,17702.9,17702.9,0.97,265.42,257.7,0.97,0.8,0.77,0.98,1.3,8/5/2014,150.13,159.76,51.14,1.34,WE12at20%dilutionRepF_000009.tif,114.65,168.23,585.74,1.1,0.75,14:06:38,2014-08-05T18:06:38.416,0.06,1.77E+06,2.13E+06,151.16
821,5498.83,5498.83,0.54,236.32,172.83,0.73,0.55,0.78,0.83,1.29,8/5/2014,83.67,93.64,68.73,1.23,WE12at20%dilutionRepF_000009.tif,127.69,118.78,345.64,1.06,0.84,14:06:40,2014-08-05T18:06:40.966,0.11,3.07E+05,4.30E+05,62.78
822,7457.61,7457.61,0.6,171.13,141.95,0.83,0.41,0.59,0.76,1.69,8/5/2014,97.44,115.97,125.93,2.96,WE12at20%dilutionRepF_000009.tif,119.8,135.92,451.77,1.14,0.41,14:06:41,2014-08-05T18:06:41.637,0.16,4.84E+05,8.17E+05,90.18
823,8624.09,8624.09,0.63,154.49,139.73,0.9,0.39,0.52,0.76,1.93,8/5/2014,104.79,129.75,59.79,3.8,WE12at20%dilutionRepF_000009.tif,145.6,156.05,515.39,1.17,0.39,14:06:41,2014-08-05T18:06:41.725,0.19,6.02E+05,1.14E+06,102
824,20974.31,20974.31,0.28,52.65,0.75,0.01,0,0.06,0.05,17.96,8/5/2014,163.42,631.14,193.63,54.4,WE12at20%dilutionRepF_000009.tif,147.5,892.54,2352.8,1.17,0.33,14:06:41,2014-08-05T18:06:41.891,0.74,2.29E+06,1.32E+08,270.93
825,20998.57,20998.57,0.52,182.26,0.75,0,0.34,0.6,0.77,1.68,8/5/2014,163.51,193.03,163.56,2.92,WE12at20%dilutionRepF_000009.tif,70.16,244.7,719.11,1.13,0.55,14:06:42,2014-08-05T18:06:42.294,0.15,2.29E+06,3.77E+06,137
826,42070.71,42070.71,0.62,235.39,0.75,0,0.45,0.68,0.86,1.48,8/5/2014,231.44,257.98,107.55,2.18,WE12at20%dilutionRepF_000009.tif,72.79,300.17,934.55,1.11,0.68,14:06:44,2014-08-05T18:06:44.263,0.1,6.49E+06,8.99E+06,180.76
827,2430.9,2430.9,0.3,216.29,179.76,0.83,0.27,0.6,0.54,1.66,8/5/2014,55.63,75.04,57.92,2.85,WE12at20%dilutionRepF_000009.tif,124.85,105.06,278.75,1.05,0.8,14:06:44,2014-08-05T18:06:44.492,0.26,9.02E+04,2.21E+05,26.81
828,3646.81,3646.81,0.78,216.29,179.76,0.83,0.81,0.9,0.96,1.11,8/5/2014,68.14,71.44,104.67,1,WE12at20%dilutionRepF_000009.tif,133.1,84.28,269.07,1.05,0.88,14:06:44,2014-08-05T18:06:44.492,0.05,1.66E+05,1.91E+05,60.73
829,5040.12,5040.12,0.92,137.82,145.92,1.06,0.9,0.93,0.99,1.07,8/5/2014,80.11,82.81,36.97,1,WE12at20%dilutionRepF_000009.tif,161.49,86.48,303.53,1.04,0.86,14:06:44,2014-08-05T18:06:44.679,0.03,2.69E+05,2.97E+05,76.31
830,1935.48,1935.48,0.56,9.08,0.75,0.08,0.63,0.8,0.83,1.25,8/5/2014,49.64,56.65,82.57,1,WE12at20%dilutionRepF_000009.tif,164.42,69.26,220.75,1.06,0.84,14:06:45,2014-08-05T18:06:45.570,0.12,6.41E+04,9.52E+04,33.98
831,5687.6,5687.6,0.77,9.08,0.75,0.08,0.7,0.71,0.93,1.41,8/5/2014,85.1,94.68,86.3,1.89,WE12at20%dilutionRepF_000009.tif,134.81,105.59,366.54,1.11,0.56,14:06:45,2014-08-05T18:06:45.570,0.1,3.23E+05,4.44E+05,81.36
832,2402.7,2402.7,0.8,163.88,60.3,0.37,0.82,0.89,0.97,1.13,8/5/2014,55.31,58.94,70.15,1,WE12at20%dilutionRepF_000009.tif,148.13,65.43,228.69,1.06,0.83,14:06:46,2014-08-05T18:06:46.133,0.06,8.86E+04,1.07E+05,51.16
833,5318.02,5318.02,0.58,163.88,60.3,0.37,0.58,0.75,0.86,1.34,8/5/2014,82.29,92.26,78.54,1.58,WE12at20%dilutionRepF_000009.tif,134.52,113.81,347.78,1.08,0.76,14:06:46,2014-08-05T18:06:46.133,0.11,2.92E+05,4.11E+05,61.56
834,5092.62,5092.62,0.79,70.03,0.75,0.01,0.77,0.88,0.96,1.14,8/5/2014,80.52,86.01,71.8,1,WE12at20%dilutionRepF_000009.tif,143.41,96.23,314.64,1.05,0.78,14:06:47,2014-08-05T18:06:47.002,0.06,2.73E+05,3.33E+05,71.76
835,87570.28,87570.28,0.87,456.01,484.7,1.06,0.74,0.73,0.98,1.38,8/5/2014,333.91,352.55,65.21,1.76,WE12at20%dilutionRepF_000009.tif,75.17,374.74,1280.6,1.12,0.75,14:06:48,2014-08-05T18:06:48.004,0.05,1.95E+07,2.29E+07,323.53
836,14265.14,14265.14,0.65,292.86,233.55,0.8,0.54,0.77,0.88,1.3,8/5/2014,134.77,147.5,49.31,1.31,WE12at20%dilutionRepF_000009.tif,134.38,170.1,529.78,1.07,0.6,14:06:48,2014-08-05T18:06:48.125,0.09,1.28E+06,1.68E+06,109.65
837,1976.88,1976.88,0.09,184.42,141.39,0.77,0,0.22,0.17,4.52,8/5/2014,50.17,119.48,26.58,12.13,WE12at20%dilutionRepF_000009.tif,213.2,189.05,424.13,1.04,0.5,14:06:48,2014-08-05T18:06:48.305,0.58,6.61E+04,8.93E+05,11.44
838,4235.49,4235.49,0.67,184.42,141.39,0.77,0.65,0.83,0.9,1.2,8/5/2014,73.44,80.93,130.17,1,WE12at20%dilutionRepF_000009.tif,116.64,98.27,298.33,1.05,0.64,14:06:48,2014-08-05T18:06:48.305,0.09,2.07E+05,2.78E+05,64.63
839,7396.09,7396.09,0.34,45.24,0.75,0.02,0.02,0.41,0.45,2.42,8/5/2014,97.04,142.28,186.24,5.41,WE12at20%dilutionRepF_000009.tif,122.97,192.74,538.85,1.13,0.23,14:06:48,2014-08-05T18:06:48.691,0.32,4.78E+05,1.51E+06,72.27
840,10841.25,10841.25,0.95,78.5,0.75,0.01,0.9,0.88,0.99,1.13,8/5/2014,117.49,121,36.63,1,WE12at20%dilutionRepF_000009.tif,148.6,128.72,436.9,1.06,0.89,14:06:48,2014-08-05T18:06:48.876,0.03,8.49E+05,9.28E+05,116.57
841,21969.44,21969.44,0.6,78.5,0.75,0.01,0.43,0.67,0.84,1.5,8/5/2014,167.25,190.84,42.18,2.28,WE12at20%dilutionRepF_000009.tif,135.47,233.63,695.46,1.1,0.52,14:06:48,2014-08-05T18:06:48.876,0.12,2.45E+06,3.64E+06,140.43
842,9557.59,9557.59,0.97,53.69,0.75,0.01,0.74,0.83,0.95,1.21,8/5/2014,110.31,119.33,45.89,1,WE12at20%dilutionRepF_000009.tif,159.39,125.26,426.8,1.05,0.69,14:06:49,2014-08-05T18:06:49.959,0.08,7.03E+05,8.90E+05,110.91
843,24728.54,24728.54,0.5,322.51,284.91,0.88,0.34,0.61,0.76,1.64,8/5/2014,177.44,210,142.91,2.79,WE12at20%dilutionRepF_000009.tif,73.16,270.17,766.83,1.11,0.69,14:06:50,2014-08-05T18:06:50.134,0.16,2.93E+06,4.85E+06,126.84
844,5725.41,5725.41,0.7,42.57,0.75,0.02,0.7,0.82,0.93,1.21,8/5/2014,85.38,92.25,141.21,1,WE12at20%dilutionRepF_000009.tif,137,109.71,341.46,1.06,0.77,14:06:50,2014-08-05T18:06:50.467,0.07,3.26E+05,4.11E+05,72.44
845,15301.06,15301.06,0.46,242.92,0.75,0,0.32,0.67,0.74,1.49,8/5/2014,139.58,162.69,52.08,2.24,WE12at20%dilutionRepF_000009.tif,127.76,206.47,586.76,1.08,0.64,14:06:50,2014-08-05T18:06:50.771,0.14,1.42E+06,2.25E+06,93.13
846,3246.47,3246.47,0.92,20.11,0.75,0.04,0.89,0.92,0.99,1.08,8/5/2014,64.29,66.94,47.34,1,WE12at20%dilutionRepF_000009.tif,186.45,70.79,253.78,1.05,0.79,14:06:51,2014-08-05T18:06:51.708,0.04,1.39E+05,1.57E+05,62.82
847,20005.17,20005.17,0.51,347.56,319.35,0.92,0.36,0.67,0.77,1.5,8/5/2014,159.6,185.15,147.45,2.27,WE12at20%dilutionRepF_000009.tif,88.53,236.18,665.18,1.09,0.63,14:06:52,2014-08-05T18:06:52.053,0.14,2.13E+06,3.32E+06,122.79
848,81580.49,92877.79,0.9,295.18,0.75,0,0.06,0.26,0.68,3.81,8/5/2014,322.29,468.55,113.38,9.88,WE12at20%dilutionRepF_000009.tif,100.29,554.5,2191.49,1.76,0.24,14:06:52,2014-08-05T18:06:52.414,0.31,1.75E+07,5.39E+07,398.27
849,11564.85,11564.85,0.51,271.76,224.09,0.82,0.44,0.75,0.8,1.33,8/5/2014,121.35,137.2,44.75,1.52,WE12at20%dilutionRepF_000009.tif,144.24,176.24,487.97,1.06,0.77,14:06:53,2014-08-05T18:06:53.434,0.12,9.36E+05,1.35E+06,87.22
850,4688.69,4688.69,0.71,163.56,141.39,0.86,0.66,0.59,0.9,1.68,8/5/2014,77.26,90.17,65.67,2.94,WE12at20%dilutionRepF_000009.tif,140.78,109.31,368.88,1.17,0.73,14:06:53,2014-08-05T18:06:53.564,0.14,2.42E+05,3.84E+05,70.67
851,619.98,619.98,0.35,241.97,90.63,0.37,0.44,0.62,0.56,1.62,8/5/2014,28.1,40.06,119.88,2.73,WE12at20%dilutionRepF_000009.tif,175.68,57.85,165.68,1.06,0.32,14:06:53,2014-08-05T18:06:53.756,0.3,1.16E+04,3.37E+04,15.71
852,20126.22,20126.22,0.81,241.97,90.63,0.37,0.77,0.88,0.97,1.13,8/5/2014,160.08,165.99,37.61,1,WE12at20%dilutionRepF_000009.tif,133.24,185.16,580.24,1.05,0.81,14:06:53,2014-08-05T18:06:53.756,0.04,2.15E+06,2.39E+06,141.48
853,15133.5,15133.5,0.78,119.61,0.75,0.01,0.61,0.72,0.93,1.39,8/5/2014,138.81,153.04,86.56,1.83,WE12at20%dilutionRepF_000009.tif,130.92,171.16,563.94,1.1,0.54,14:06:54,2014-08-05T18:06:54.106,0.09,1.40E+06,1.88E+06,125.21
854,31490.1,31490.1,0.55,267.52,0.75,0,0.4,0.77,0.83,1.29,8/5/2014,200.24,220.73,58.67,1.28,WE12at20%dilutionRepF_000009.tif,86.66,275.5,762.65,1.05,0.73,14:06:54,2014-08-05T18:06:54.193,0.09,4.20E+06,5.63E+06,152.26
855,1846.08,1846.08,0.76,70.45,60.9,0.86,0.76,0.82,0.93,1.22,8/5/2014,48.48,54.12,175.9,1,WE12at20%dilutionRepF_000009.tif,114.89,61.64,214.42,1.07,0.76,14:06:54,2014-08-05T18:06:54.414,0.1,5.97E+04,8.30E+04,44.24
856,56961.64,56961.64,0.33,103.81,76.52,0.74,0,0.51,0.57,1.95,8/5/2014,269.31,350.71,39.76,3.87,WE12at20%dilutionRepF_000009.tif,166.73,479.49,1240.11,1.09,0.77,14:06:55,2014-08-05T18:06:55.365,0.23,1.02E+07,2.26E+07,170
857,15293.08,15293.08,0.63,345.51,368.69,1.07,0.58,0.81,0.89,1.24,8/5/2014,139.54,150.55,185.01,1,WE12at20%dilutionRepF_000009.tif,61.73,178.22,534.97,1.06,0.89,14:06:55,2014-08-05T18:06:55.903,0.07,1.42E+06,1.79E+06,107.92
858,74023.94,74023.94,0.65,394.99,468.75,1.19,0.55,0.76,0.9,1.31,8/5/2014,307,327.27,68.21,1.39,WE12at20%dilutionRepF_000009.tif,54.68,382.79,1150.7,1.09,0.86,14:06:57,2014-08-05T18:06:57.231,0.06,1.52E+07,1.84E+07,252.56
859,6974.03,6974.03,0.72,135.94,0.75,0.01,0.62,0.76,0.9,1.32,8/5/2014,94.23,106.81,185.64,1.49,WE12at20%dilutionRepF_000009.tif,93.43,126.07,388.76,1.06,0.61,14:06:57,2014-08-05T18:06:57.531,0.12,4.38E+05,6.38E+05,81.28
860,4867.92,4867.92,0.69,102.19,0.75,0.01,0.69,0.83,0.92,1.21,8/5/2014,78.73,85.28,92.8,1,WE12at20%dilutionRepF_000009.tif,123.62,98.58,318.11,1.06,0.77,14:06:58,2014-08-05T18:06:58.032,0.08,2.55E+05,3.25E+05,66.52
861,18587.06,18587.06,0.32,191.83,0.75,0,0,0.45,0.5,2.2,8/5/2014,153.84,213.62,197.94,4.7,WE12at20%dilutionRepF_000009.tif,89.85,287.28,778.96,1.11,0.35,14:06:58,2014-08-05T18:06:58.750,0.28,1.91E+06,5.10E+06,104.96
862,25289.86,25289.86,0.33,179.06,75.92,0.42,0,0.45,0.55,2.2,8/5/2014,179.44,236.27,131.16,4.7,WE12at20%dilutionRepF_000009.tif,81.8,316.73,897.94,1.16,0.47,14:06:58,2014-08-05T18:06:58.999,0.24,3.03E+06,6.91E+06,117.74
863,13359.49,13359.49,0.85,96.14,0.75,0.01,0.77,0.79,0.97,1.27,8/5/2014,130.42,139.74,28.72,1,WE12at20%dilutionRepF_000009.tif,183.86,161.16,508.87,1.08,0.78,14:06:59,2014-08-05T18:06:59.124,0.07,1.16E+06,1.43E+06,123.44
864,3566.43,3566.43,0.58,109.91,117.28,1.07,0.56,0.64,0.82,1.57,8/5/2014,67.39,80.05,96.65,2.56,WE12at20%dilutionRepF_000009.tif,130.35,95.24,318.11,1.12,0.52,14:06:59,2014-08-05T18:06:59.888,0.16,1.60E+05,2.69E+05,59.67
865,2993.85,2993.85,0.52,109.91,117.28,1.07,0.55,0.8,0.81,1.26,8/5/2014,61.74,70.35,42.29,1,WE12at20%dilutionRepF_000009.tif,188.41,92.46,264.17,1.05,0.81,14:06:59,2014-08-05T18:06:59.888,0.12,1.23E+05,1.82E+05,43.35
866,13676.95,13676.95,0.68,359.38,291.71,0.81,0.53,0.7,0.88,1.42,8/5/2014,131.96,147.96,158.1,1.96,WE12at20%dilutionRepF_000009.tif,82.14,171.76,544.35,1.1,0.56,14:07:00,2014-08-05T18:07:00.230,0.11,1.20E+06,1.70E+06,117.89
867,13042.37,13042.37,0.36,90.09,0.75,0.01,0.15,0.62,0.6,1.62,8/5/2014,128.86,163.4,129.84,2.72,WE12at20%dilutionRepF_000009.tif,85.99,216.08,568.61,1.04,0.67,14:07:00,2014-08-05T18:07:00.301,0.21,1.12E+06,2.28E+06,78.35
868,2283.2,2283.2,0.72,64.86,0.75,0.01,0.78,0.92,0.95,1.09,8/5/2014,53.92,56.98,104.94,1,WE12at20%dilutionRepF_000009.tif,141.82,67.2,220.33,1.05,0.91,14:07:00,2014-08-05T18:07:00.643,0.05,8.21E+04,9.69E+04,44.97
869,8810.36,8810.36,0.54,66.54,0.75,0.01,0.46,0.73,0.8,1.37,8/5/2014,105.91,121.32,35.88,1.74,WE12at20%dilutionRepF_000009.tif,133.1,152.47,438.93,1.07,0.65,14:07:01,2014-08-05T18:07:01.065,0.13,6.22E+05,9.35E+05,83.75
870,7442.23,7442.23,0.41,74,0.75,0.01,0.34,0.7,0.7,1.43,8/5/2014,97.34,116.14,130.16,2.01,WE12at20%dilutionRepF_000009.tif,109.1,155.82,416.41,1.05,0.84,14:07:01,2014-08-05T18:07:01.323,0.16,4.83E+05,8.20E+05,58.89
871,25623.59,25623.59,0.3,199.13,172.15,0.86,0,0.35,0.47,2.89,8/5/2014,180.62,266.89,60.05,6.92,WE12at20%dilutionRepF_000009.tif,129.68,377.9,1034.96,1.19,0.36,14:07:01,2014-08-05T18:07:01.447,0.32,3.09E+06,9.95E+06,126.27
872,6584.06,6584.06,0.67,200.31,176.96,0.88,0.66,0.83,0.91,1.2,8/5/2014,91.56,98.97,42.06,1,WE12at20%dilutionRepF_000009.tif,183.37,116.56,360.93,1.06,0.8,14:07:01,2014-08-05T18:07:01.980,0.07,4.02E+05,5.08E+05,75.39
873,3457.07,3457.07,0.34,200.31,176.96,0.88,0.23,0.49,0.53,2.04,8/5/2014,66.35,93.77,159.27,4.16,WE12at20%dilutionRepF_000009.tif,126.54,125.82,357.05,1.1,0.61,14:07:01,2014-08-05T18:07:01.980,0.29,1.53E+05,4.32E+05,52.68
874,15876.13,15876.13,0.55,383.5,322.51,0.84,0.39,0.62,0.78,1.62,8/5/2014,142.18,169.96,162.4,2.73,WE12at20%dilutionRepF_000009.tif,82.82,208.66,622.24,1.1,0.65,14:07:02,2014-08-05T18:07:02.096,0.16,1.50E+06,2.57E+06,110.87
875,7580.73,7580.73,0.7,174.19,151.18,0.87,0.65,0.8,0.92,1.24,8/5/2014,98.25,107.33,148.32,1,WE12at20%dilutionRepF_000009.tif,120.63,122.97,390.91,1.06,0.69,14:07:02,2014-08-05T18:07:02.172,0.08,4.97E+05,6.47E+05,89.79
876,28854.31,28854.31,0.07,79.12,0.75,0.01,0,0.08,0.06,12.1,8/5/2014,191.67,658.95,89.83,35.99,WE12at20%dilutionRepF_000010.tif,181.34,1017.5,2240.27,1.07,0.01,14:07:02,2014-08-05T18:07:02.450,0.71,3.69E+06,1.50E+08,99.05
